contest,caption,mean,precision,votes,not_funny,somewhat_funny,funny,has_question_mark,ends_with_punctuation,caption_length
728,How was the debate?,1.3515151515151516,0.0461416410910637,165,117,38,10,True,True,19
728,I looked like you before I stopped caring.,1.3509933774834435,0.0516386455354117,151,111,27,13,False,True,42
728,The waitress should be back in a minute.,1.3509933774834435,0.046224975805603,151,105,39,7,False,True,40
728,Just leave your card.,1.3509933774834435,0.0490066225165562,151,108,33,10,False,True,21
728,You're late! I paid for expedited shipping.,1.3509933774834435,0.046224975805603,151,105,39,7,False,True,43
728,Bad commute?,1.3509933774834435,0.0490066225165562,151,108,33,10,True,True,12
728,if you are going to stay you need to wear a mask and keep your distance.,1.3496932515337423,0.0488710247551054,163,119,31,13,False,True,72
728,"Russian, Lithuanian and I can understand a little Hebrew. You?",1.3496932515337423,0.0456663509868963,163,115,39,9,True,True,62
728,"As I see it, it's a glass half full thing.",1.3496932515337423,0.0456663509868963,163,115,39,9,False,True,42
728,I have been working remotely the whole time.,1.3496932515337423,0.0472958384695341,163,117,35,11,False,True,44
728,You were really hard to contact. Now may I ask you a few census questions?,1.3496932515337423,0.0496398773432515,163,120,29,14,True,True,74
728,"I am going to need to
see some ID.",1.3496932515337423,0.0464882347965303,163,116,37,10,False,True,34
728,Looks like the shipwreck experience tour has overbooked again.,1.3496932515337423,0.0488710247551054,163,119,31,13,False,True,62
728,"Hey pal, your rescue company said you would be here between 10am and 2pm. I'm afraid we're going to have to reschedule.",1.3496932515337423,0.0472958384695341,163,117,35,11,False,True,119
728,Please keep “witness protection” out of my Census data.,1.3496932515337423,0.0472958384695341,163,117,35,11,False,True,55
728,"Let me guess, the shark ate your homework.",1.3496932515337423,0.0496398773432515,163,120,29,14,False,True,42
728,Stop right there. You need to quarantine.,1.3496932515337423,0.0488710247551054,163,119,31,13,False,True,41
728,The board meet was last week and you were voted off the off the island.,1.3496932515337423,0.0472958384695341,163,117,35,11,False,True,71
728,"I love it here, but yes, I’m offering timeshares!",1.3496932515337423,0.0464882347965303,163,116,37,10,False,True,49
728,"Before I show you around, I'll need to see your immigration papers.",1.3496932515337423,0.0464882347965303,163,116,37,10,False,True,67
728,"Sorry, I meant to fill out the census.",1.3496932515337423,0.0456663509868963,163,115,39,9,False,True,38
728,Chris Wallace before and after the debate,1.3496932515337423,0.0472958384695341,163,117,35,11,False,False,41
728,The rescue ship came and went a month ago but my passport had expired so they left me a case of coconut mai tais instead.,1.3495934959349594,0.056538069979236,123,90,23,10,False,True,121
728,It was supposed to be a three hour tour.,1.3493975903614457,0.049729072393065,166,123,28,15,False,True,40
728,First class uses different emergency exits.,1.3493975903614457,0.0482383865901331,166,121,32,13,False,True,43
728,"Yeah, $25 is pricey, but you can’t beat free delivery.",1.348993288590604,0.0484908978806942,149,106,34,9,False,True,54
728,I think we should file an extension this year.,1.348993288590604,0.0484908978806942,149,106,34,9,False,True,46
728,"Remember.  Wash your hands, wear a mask and self isolate.",1.348993288590604,0.0484908978806942,149,106,34,9,False,True,57
728,It's so nice to meet you Jonah!,1.348993288590604,0.0475465293760618,149,105,36,8,False,True,31
728,"Yeah, I used to be into that White House correspondent gig too.",1.348993288590604,0.0503265001804251,149,108,30,11,False,True,63
728,Better stay on the other side of the island. I've got Covid and am self-isolating.,1.348993288590604,0.0503265001804251,149,108,30,11,False,True,82
728,I’ve been here since last election...best kept secret,1.348993288590604,0.0494172226945538,149,107,32,10,False,False,53
728,You can stay but you'll have to quarantine.,1.348993288590604,0.0503265001804251,149,108,30,11,False,True,43
728,I hope you have some rum in that briefcase.,1.348993288590604,0.0494172226945538,149,107,32,10,False,True,43
728,"It’s casual Friday, dude. Go home and change.",1.348993288590604,0.0503265001804251,149,108,30,11,False,True,45
728,I really don't think you're six feet away Steve.,1.3478260869565215,0.0476634728409735,161,116,34,11,False,True,48
728,Hey! I never said it was gonna be easy being my accountant.,1.3478260869565215,0.0468419351832247,161,115,36,10,False,True,59
728,What do you mean it's the year 2020?,1.3478260869565215,0.0492654660626265,161,118,30,13,True,True,36
728,Let me guess my  ex-wife sent you and your are  from the IRS,1.3478260869565215,0.0424966837993913,161,110,46,5,False,False,60
728,I hope you didn't have too much trouble finding the place.,1.3478260869565215,0.0442859756249203,161,112,42,7,False,True,58
728,"So, you're another sap who fell for that ""3-hour tour"" spiel!",1.3478260869565215,0.0508169819004769,161,120,26,15,False,True,61
728,I didn’t think remote work would be so...remote.,1.3478260869565215,0.0476634728409735,161,116,34,11,False,True,48
728,That's exactly what happened to me!,1.3478260869565215,0.0484710882363395,161,117,32,12,False,True,35
728,"Too bad. You just missed happy hour.""",1.3478260869565215,0.0442859756249203,161,112,42,7,False,False,37
728,"I don't usually give salesmen the time of day, but since you've come all this way…",1.3478260869565215,0.0468419351832247,161,115,36,10,False,False,82
728,Hard day at the office?,1.3478260869565215,0.0424966837993913,161,110,46,5,True,True,23
728,I like mai tai better than your tie.,1.3478260869565215,0.0500472366661797,161,119,28,14,False,True,36
728,Sounds like I picked a good year to be stranded on a deserted island.,1.3478260869565215,0.0476634728409735,161,116,34,11,False,True,69
728,What have you done to Wilson?!,1.3478260869565215,0.0500472366661797,161,119,28,14,True,True,30
728,"We talked about this, you’re in charge of operations and I’m in charge of leisure activities",1.3478260869565215,0.0434005516727408,161,111,44,6,False,False,92
728,"You didn't just come from the White House, did you?",1.3478260869565215,0.0484710882363395,161,117,32,12,True,True,51
728,These hallucinations make a mean piña colada!,1.3478260869565215,0.0500472366661797,161,119,28,14,False,True,45
728,Would you happen to have any ice in that briefcase?,1.3478260869565215,0.0566594578726088,115,83,24,8,True,True,51
728,"Okay, then, file an appeal on Tuesday.  And bring me another one of these, with less ice.",1.3478260869565215,0.0451540406675176,161,113,40,8,False,True,89
728,I'm just a figment of your quarantine.,1.3478260869565215,0.0451540406675176,161,113,40,8,False,True,38
728,I've already voted.,1.3478260869565215,0.0484710882363395,161,117,32,12,False,True,19
728,"Oh no, he’s dead. I’m the previous insurance investigator.",1.3478260869565215,0.0476634728409735,161,116,34,11,False,True,58
728,"Have a drink, you look starched!",1.3478260869565215,0.0468419351832247,161,115,36,10,False,True,32
728,It’s 2021 somewhere!,1.3478260869565215,0.0468419351832247,161,115,36,10,False,True,20
728,"Working on my tan all day isn’t nothing, man.",1.3459119496855343,0.0472029711219121,159,114,35,10,False,True,45
728,"Let's face it Bill, you're a glass half empty kinda guy.",1.3459119496855343,0.0488604489800911,159,116,31,12,False,True,56
728,"I know you came a long way but I changed my mind. I don't need life insurance, dude.",1.3459119496855343,0.0504635161907699,159,118,27,14,False,True,84
728,Have any trouble finding this place?,1.3459119496855343,0.0463520116805739,159,113,37,9,True,True,36
728,"Not easy to find, isn't it?",1.3459119496855343,0.0463520116805739,159,113,37,9,True,True,27
728,"You know you're missing a shoe, right?",1.3459119496855343,0.0480388590480257,159,115,33,11,True,True,38
728,"You wouldn't happen to have a FedEx package for me, would you?",1.3459119496855343,0.049668450453342,159,117,29,13,True,True,62
728,Living well is the best revenge.,1.3459119496855343,0.0472029711219121,159,114,35,10,False,True,32
728,It affects each of us differently.,1.3459119496855343,0.0488604489800911,159,116,31,12,False,True,34
728,"Welcome to my world.  No covid, no restrictions, no politics.
No nothing.",1.3459119496855343,0.0454851348347573,159,112,39,8,False,True,73
728,You get used to it.,1.3459119496855343,0.049668450453342,159,117,29,13,False,True,19
728,"Here are the urgent documents you wanted, boss.",1.3459119496855343,0.049668450453342,159,117,29,13,False,True,47
728,Do you have a work permit?,1.3459119496855343,0.0463520116805739,159,113,37,9,True,True,26
728,We should have done a Zoom meeting instead!,1.3459119496855343,0.0463520116805739,159,113,37,9,False,True,43
728,This used to be Anchorage...,1.3459119496855343,0.0472029711219121,159,114,35,10,False,True,28
728,No one is allowed on the island without getting tested first.,1.3459119496855343,0.0488604489800911,159,116,31,12,False,True,61
728,"Plus, nobody hacks into your wifi here.",1.3459119496855343,0.0504635161907699,159,118,27,14,False,True,39
728,What's wrong? Not the hallucination you were expecting?,1.3459119496855343,0.0520172034824645,159,120,23,16,True,True,55
728,You WANT to go back?,1.3459119496855343,0.0472029711219121,159,114,35,10,True,True,20
728,Are you tech support? My WiFi is out...,1.3459119496855343,0.0472029711219121,159,114,35,10,True,True,39
728,The oceans are rising? Never noticed.,1.3459119496855343,0.0488604489800911,159,116,31,12,True,True,37
728,"Thanks for the offer man, but I have free shipping with Prime.",1.3459119496855343,0.049668450453342,159,117,29,13,False,True,62
728,My ship came in.  Sorry about yours.,1.3459119496855343,0.0454851348347573,159,112,39,8,False,True,36
728,"I’d share a sip, but first you need to quarantine.",1.3459119496855343,0.0480388590480257,159,115,33,11,False,True,50
728,"Bro, it's called offshore banking.",1.3459119496855343,0.0488604489800911,159,116,31,12,False,True,34
728,"Oh, did I not mention the interview would be over Zoom?",1.3459119496855343,0.0504635161907699,159,118,27,14,True,True,55
728,You think it’s small now?  Wait until the tide comes in!,1.3459119496855343,0.0472029711219121,159,114,35,10,True,True,56
728,My only issue is I don't actually like coconut all that much,1.3459119496855343,0.0463520116805739,159,113,37,9,False,False,60
728,Pina colada.  It’s always a pina colada.,1.3459119496855343,0.0446014124780376,159,111,41,7,False,True,40
728,Rough trip?,1.3459119496855343,0.0472029711219121,159,114,35,10,True,True,11
728,"Mary Ann or Ginger, dude?",1.3459119496855343,0.0480388590480257,159,115,33,11,True,True,25
728,Forced to take some vacation days?,1.3459119496855343,0.0472029711219121,159,114,35,10,True,True,34
728,"Well, I can see that you didn't amount to much either.",1.3459119496855343,0.0436998226442172,159,110,43,6,False,True,54
728,I’ve got two words for you dude. Crypto. Currency.,1.3459119496855343,0.0480388590480257,159,115,33,11,False,True,50
728,Thanks for the in person meeting. Kind of hard to do Zoom from out here.,1.3459119496855343,0.0454851348347573,159,112,39,8,False,True,72
728,"Naturally, besides the beach, you would have climbing privileges.",1.3459119496855343,0.0463520116805739,159,113,37,9,False,True,65
728,You think you had a bad day? I am down to my last coconut.,1.3459119496855343,0.0488604489800911,159,116,31,12,True,True,58
728,"Business, meet pleasure.",1.3459119496855343,0.0463520116805739,159,113,37,9,False,True,24
728,mai tai looks better than your tie,1.3459119496855343,0.0488604489800911,159,116,31,12,False,False,34
728,...and that’s how I became President.,1.3459119496855343,0.0480388590480257,159,115,33,11,False,True,37
728,It's Friday. Lose the tie.,1.3459119496855343,0.0480388590480257,159,115,33,11,False,True,26
728,Class of 2020?,1.3459119496855343,0.0504635161907699,159,118,27,14,True,True,14
728,Rescued...who wants to be rescued?,1.3459119496855343,0.0480388590480257,159,115,33,11,True,True,34
728,...it was the best of times it was the worst of times....,1.3459119496855343,0.0504635161907699,159,118,27,14,False,True,57
728,New to working remote?,1.3459119496855343,0.0472029711219121,159,114,35,10,True,True,22
728,How was your flight?,1.345679012345679,0.0457712475780141,162,115,38,9,True,True,20
728,"You should really read 'War and Peace', you might like it.",1.345679012345679,0.0490074693210531,162,119,30,13,False,True,58
728,Did you bring the vodka?,1.345679012345679,0.0474169756210886,162,117,34,11,True,True,24
728,You're one persistent auditor...,1.345679012345679,0.0466013770284676,162,116,36,10,False,True,32
728,"What did you fly, Spirit?",1.345679012345679,0.0497836648445601,162,120,28,14,True,True,25
728,"You know,you really need to learn how to relax.",1.345679012345679,0.0466013770284676,162,116,36,10,False,True,47
728,The dress code is resort casual.,1.345679012345679,0.0466013770284676,162,116,36,10,False,True,32
728,"Dude, lose the tie - it's casual Friday . . . or Tuesday . . . or maybe Sunday. Whatever, pina colada?",1.345679012345679,0.0482187807099312,162,118,32,12,True,True,102
728,"Thanks, but I’ve decided that I don’t need more insurance.",1.345679012345679,0.0474169756210886,162,117,34,11,False,True,58
728,Last call was seven months ago.,1.3445945945945943,0.0446769757271553,148,102,41,5,False,True,31
728,You obviously weren’t prepared for climate change.,1.3445945945945943,0.0504737965707775,148,108,29,11,False,True,50
728,You east coast guys are so uptight.,1.3439490445859872,0.0484222538271538,157,114,32,11,False,True,35
728,"You're going to have to quarantine, bro.",1.3439490445859872,0.0467054175770338,157,112,36,9,False,True,40
728,"I know you swam across shark-infested waters to get here, but dude, do I look like a guy who needs gutter guards and vinyl siding?",1.3439490445859872,0.0467054175770338,157,112,36,9,True,True,130
728,Did you get the rum?,1.3439490445859872,0.0484222538271538,157,114,32,11,True,True,20
728,Please stay 6 ft away.,1.3439490445859872,0.0475715813104127,157,113,34,10,False,True,22
728,You looked way more relaxed on Zoom.,1.3439490445859872,0.0492582377174562,157,115,30,12,False,True,36
728,"My portfolio manager says my ""inherit obscene wealth"" strategy is really paying dividends.",1.3439490445859872,0.0508890225656343,157,117,26,14,False,True,90
728,"You wouldn't happen to have any margarita mix in that briefcase, would you?""",1.3439490445859872,0.0449230163322643,157,110,40,7,True,False,76
728,Hope you brought the rum,1.3439490445859872,0.0475715813104127,157,113,34,10,False,False,24
728,"Wait, you're saying what happens in 2020?",1.3439490445859872,0.0449230163322643,157,110,40,7,True,True,41
728,I just can't talk about it now. I'm on my break.,1.3439490445859872,0.0484222538271538,157,114,32,11,False,True,48
728,Looks like things have been a little rough on the mainland.,1.3439490445859872,0.0484222538271538,157,114,32,11,False,True,59
728,"Dude, I’m ‘social distancing’.",1.3439490445859872,0.0449230163322643,157,110,40,7,False,True,30
728,"Sorry, but I have all the life insurance I need right now.",1.3439490445859872,0.0467054175770338,157,112,36,9,False,True,58
728,"The good news: You won't need that missing shoe, bruh.",1.3439490445859872,0.0440047506419566,157,109,42,6,False,True,54
728,A toast to all the extra work you did to earn that corner office!,1.3439490445859872,0.0449230163322643,157,110,40,7,False,True,65
728,"If it makes you feel any better, I'm sure it's rush hour somewhere!",1.3419354838709678,0.0496647408453502,155,114,29,12,False,True,67
728,You'd of thought Kansas was safe from tsunamis.,1.3419354838709678,0.0488139252946782,155,113,31,11,False,True,47
728,"Sorry, dude. I just closed with a couple from the Upper West Side.",1.3419354838709678,0.047948014788029,155,112,33,10,False,True,66
728,It’s BYOB,1.3419354838709678,0.0505012243791888,155,115,27,13,False,False,9
728,"I warned you not to go on Shark Tank, man.",1.3419354838709678,0.0505012243791888,155,115,27,13,False,True,42
728,"Send for help!  Are you crazy""",1.3419354838709678,0.0470661761942871,155,111,35,9,False,False,30
728,If life gives you coconuts...,1.3398692810457515,0.0474345263211029,153,110,34,9,False,True,29
728,I prefer to think of it as a stay-cation.,1.3398692810457515,0.0465191893233523,153,109,36,8,False,True,41
728,I told you that this wasn't a fake Zoom background.,1.3398692810457515,0.0474345263211029,153,110,34,9,False,True,51
728,"Hey man, that tie is throwing off the whole vibe of this place.",1.3398692810457515,0.0474345263211029,153,110,34,9,False,True,63
728,Is it Monday already?,1.3398692810457515,0.0474345263211029,153,110,34,9,True,True,21
728,Got any rum?,1.3398692810457515,0.0474345263211029,153,110,34,9,True,True,12
728,"Yep, Pike's Peak is now Pike's Beach.",1.3398692810457515,0.0509316358988145,153,114,26,13,False,True,37
728,"Ain't gonna fret the no mask, but lose the tie, Dude.",1.3398692810457515,0.0509316358988145,153,114,26,13,False,True,53
728,I hope you brought your own chair.,1.3398692810457515,0.0500802578200623,153,113,28,12,False,True,34
728,"Cowabunga, bro

Got any lime juice ?",1.3398692810457515,0.0517690143554513,153,115,24,14,True,True,36
728,You remind me of me when I first got here.,1.3398692810457515,0.0474345263211029,153,110,34,9,False,True,42
728,First time in a holodeck?,1.3398692810457515,0.0483325314804936,153,111,32,10,True,True,25
728,You're telling me there's a pandemic affecting the entire world?!,1.3398692810457515,0.0492141535670218,153,112,30,11,True,True,65
728,"Doesn't look like much, but it is home.",1.3398692810457515,0.0483325314804936,153,111,32,10,False,True,39
728,You didn't get my text?,1.3398692810457515,0.0436581841043049,153,106,42,5,True,True,23
728,You're obviously new to island life.,1.3398692810457515,0.0474345263211029,153,110,34,9,False,True,36
728,"If you want service, you have to take off your shirt and shoes.",1.3398692810457515,0.0492141535670218,153,112,30,11,False,True,63
728,"Thanks for coming, but I’m OK with my homeowners insurance",1.3398692810457515,0.0465191893233523,153,109,36,8,False,False,58
728,You're gonna have to quarantine 2 weeks.,1.3398692810457515,0.0474345263211029,153,110,34,9,False,True,40
728,"Look, man, it's not my fault you came unprepared.",1.3398692810457515,0.0474345263211029,153,110,34,9,False,True,49
728,"By any chance, do you happen to have any Grey Poupon in that battered suitcase?",1.3398692810457515,0.0465191893233523,153,109,36,8,True,True,79
728,I’ve been here since January. Any updates?,1.3398692810457515,0.0483325314804936,153,111,32,10,True,True,42
728,"Yes, I do have offshore assets.",1.3398692810457515,0.0455854764513479,153,108,38,7,False,True,31
728,I told you not to fly Spirit,1.3398692810457515,0.0500802578200623,153,113,28,12,False,False,28
728,"You're gonna make me put on a shirt for this meeting, aren't you?",1.3398692810457515,0.0474345263211029,153,110,34,9,True,True,65
728,"You're late again, Steve. I'm afraid we're going to have to let you go.",1.3398692810457515,0.0436581841043049,153,106,42,5,False,True,71
728,"You're a 'glass half-empty' kind of guy, aren't you?",1.3398692810457515,0.0492141535670218,153,112,30,11,True,True,52
728,"Bro, I didn’t know it was that hard for you to take a vacation.",1.3398692810457515,0.0483325314804936,153,111,32,10,False,True,63
728,"Before I welcome you, you’ll have to stay six feet apart from me for two weeks.",1.3398692810457515,0.0500802578200623,153,113,28,12,False,True,79
728,Congratulations on finally finding a place too remote for work.,1.3398692810457515,0.0465191893233523,153,109,36,8,False,True,63
728,"Hey bro, I’ve been here since 2019, what’d I miss?",1.3398692810457515,0.0455854764513479,153,108,38,7,True,True,50
728,Does it look like I have a bathroom?,1.3398692810457515,0.0500802578200623,153,113,28,12,True,True,36
728,"I’ll pass on joining the class action suit on rising sea levels, but I could use a refill.",1.3398692810457515,0.0492141535670218,153,112,30,11,False,True,90
728,You must be my concierge doctor.,1.3398692810457515,0.0483325314804936,153,111,32,10,False,True,32
728,"First, I’m gonna need you to self-isolate on the other side of the island for a couple of weeks, m’kay?",1.3398692810457515,0.0483325314804936,153,111,32,10,True,True,103
728,"Sid, this is Bob.",1.3398692810457515,0.0492141535670218,153,112,30,11,False,True,17
728,"Shoulda helped the Nigerian prince , Dave",1.3398692810457515,0.0500802578200623,153,113,28,12,False,False,41
728,Tell the IRS it's a rental property.,1.3398692810457515,0.0509316358988145,153,114,26,13,False,True,36
728,Attitude is everything.,1.3398692810457515,0.0483325314804936,153,111,32,10,False,True,23
728,Would you mind taking off your shoe?,1.3398692810457515,0.0500802578200623,153,113,28,12,True,True,36
728,"What is this ""wurk"" you speak of?",1.3398692810457515,0.0500802578200623,153,113,28,12,True,True,33
728,We have only one law here. Don't block the sun.,1.3398692810457515,0.0465191893233523,153,109,36,8,False,True,47
728,Just do what I did- tell your boss you’re working from home.,1.3398692810457515,0.0474345263211029,153,110,34,9,False,True,60
728,"Six weeks ago, I was like you.",1.3398692810457515,0.0500802578200623,153,113,28,12,False,True,30
728,Struggling to make your client quota are you?,1.3398692810457515,0.0474345263211029,153,110,34,9,True,True,45
728,And you'll like that the amenities here are all within easy walking distance.,1.3398692810457515,0.0405960478774581,153,103,48,2,False,True,77
728,Tell me again why I need homeowners' insurance.,1.3398692810457515,0.0500802578200623,153,113,28,12,False,True,47
728,"When you reach gold status, you'll get these amenities, too.",1.3398692810457515,0.0483325314804936,153,111,32,10,False,True,60
728,The year is 2020 and you have just arrived to a place far away from reality.,1.3398692810457515,0.0500802578200623,153,113,28,12,False,True,76
728,You should have seen the wreck I was a year ago.,1.3398692810457515,0.0455854764513479,153,108,38,7,False,True,48
728,Positive vibes only.,1.3398692810457515,0.0455854764513479,153,108,38,7,False,True,20
728,I see we've been double-booked on Airbnb.,1.3398692810457515,0.0483325314804936,153,111,32,10,False,True,41
728,"Today is Saturday, Tim.",1.3398692810457515,0.0465191893233523,153,109,36,8,False,True,23
728,"Yeah, sorry, you just missed Happy Hour.",1.3398692810457515,0.0474345263211029,153,110,34,9,False,True,40
728,"You were tested before you got here, right?",1.3398692810457515,0.0483325314804936,153,111,32,10,True,True,43
728,"Despite our differences, we will both starve to death.",1.3398692810457515,0.0492141535670218,153,112,30,11,False,True,54
728,My out of office isn’t really an invitation.,1.3398692810457515,0.0465191893233523,153,109,36,8,False,True,44
728,While I sympathize with your circumstances; we just don't have a reservation in that name and I'm afraid we're fully booked.,1.3387096774193548,0.0484307871639291,124,86,34,4,False,True,124
728,"Working from home with the family was that bad,eh?",1.3379310344827586,0.0481662685971424,145,104,33,8,True,True,50
728,"Don't worry about it dude, we'll self-isolate together.",1.3377483443708609,0.0496232314199719,151,111,29,11,False,True,55
728,I washed up here in October of 2016. How's Hillary been doing in the White House?,1.3377483443708609,0.0487254027772941,151,110,31,10,True,True,81
728,Except when the tide comes in it's really a paradise.,1.3377483443708609,0.0505051018938744,151,112,27,12,False,True,53
728,You really swam all this way to sell me a tropical island timeshare?,1.3377483443708609,0.0487254027772941,151,110,31,10,True,True,68
728,"If you can pretend urine tastes like margaritas, this place isn't so bad""",1.3377483443708609,0.0505051018938744,151,112,27,12,False,False,73
728,Don't you wish now you partied more in college?,1.3377483443708609,0.0487254027772941,151,110,31,10,True,True,47
728,"Party foul""",1.3377483443708609,0.0547016126002095,151,117,17,17,False,False,11
728,"With Prime, you'll have one by tomorrow.",1.3377483443708609,0.046878187190936,151,108,35,8,False,True,40
728,This is guava.  I asked for pineapple.,1.3377483443708609,0.0487254027772941,151,110,31,10,False,True,38
728,Paradise?  Yes.  But the tide turns up in an hour.,1.3377483443708609,0.046878187190936,151,108,35,8,True,True,50
728,You look lost. I know this island pretty well. Can I help you find where you need to go?,1.3377483443708609,0.046878187190936,151,108,35,8,True,True,88
728,Anything happening on the mainland?,1.3377483443708609,0.0496232314199719,151,111,29,11,True,True,35
728,"Welcome to 'Singles in Paradise'.  I depart, and your two weeks, start at noon.",1.3377483443708609,0.0487254027772941,151,110,31,10,False,True,79
728,This is a private beach.,1.3359375,0.0487003125419444,128,90,33,5,False,True,24
728,"You'll see Carl, working remote has its perks.",1.3355704697986577,0.0491269121433256,149,109,30,10,False,True,46
728,"Forgot you guys came by once every ten years. Household of one. No income, unless you count the coconuts.",1.3355704697986577,0.0472447251405236,149,107,34,8,False,True,105
728,"No, Buddy. I did not call for an insurance agent.",1.3355704697986577,0.0491269121433256,149,109,30,10,False,True,49
728,So did the sharks agree to cease and desist?,1.3355704697986577,0.0472447251405236,149,107,34,8,True,True,44
728,"Change into something more comfortable, you'll be here a while",1.3355704697986577,0.045284374904256,149,105,38,6,False,False,62
728,Take it.... you look like you need it more than I do.,1.3355704697986577,0.0526899647277055,149,113,22,14,False,True,53
728,Darn! Now we need masks!,1.3355704697986577,0.0491269121433256,149,109,30,10,False,True,24
728,"You bring new meaning to working remotely, Joe.",1.3355704697986577,0.0500414649895987,149,110,28,11,False,True,47
728,"SORRY, WE'RE NOT HIRING RIGHT NOW.",1.3355704697986577,0.0432352306265943,149,105,39,5,False,True,34
728,"Did your secretary not give you my message, I cancelled this meeting?",1.3355704697986577,0.0481950077826617,149,108,32,9,True,True,69
728,Are you here for the accounting position?,1.3333333333333333,0.0479248728504629,150,109,32,9,True,True,41
728,What part of “No Trespassing” do you not understand?,1.3333333333333333,0.0476190476190476,147,106,33,8,True,True,52
728,"Nice shoe, but you’re still a bit overdressed for this place.",1.3333333333333333,0.049537355766898,147,108,29,10,False,True,61
728,How was your day dear?,1.3333333333333333,0.0513840980908231,147,110,25,12,True,True,22
728,I guess social distancing is out of the question since you showed up.,1.3333333333333333,0.0485876697965716,147,107,31,9,False,True,69
728,"It's not just ""where you are at"".  It's ""how you got here"".",1.3333333333333333,0.0476190476190476,147,106,33,8,False,True,59
728,And you were the valedictorian.,1.3333333333333333,0.049537355766898,147,108,29,10,False,True,31
728,I'm sure they'll circle back.,1.3333333333333333,0.044587103693764,147,103,39,5,False,True,29
728,"Could I get another one of these, but with more rum and less of an air of desperation?",1.3333333333333333,0.0513840980908231,147,110,25,12,True,True,86
728,I call it the Corona Cocktail!  Try it!  I haven't felt this good in twenty years!,1.3333333333333333,0.049537355766898,147,108,29,10,False,True,82
728,Welcome. I'll need to see a photo ID.,1.3333333333333333,0.0469819963296586,150,108,34,8,False,True,37
728,You might want to change - happy hour starts in twenty minutes,1.3333333333333333,0.0476190476190476,147,106,33,8,False,False,62
728,So...what does the sleeping situation look like during high tide?,1.3333333333333333,0.044587103693764,147,103,39,5,True,True,65
728,"Your office called. There was some laughing in the background, but they're sorry about the travel arrangements.",1.3333333333333333,0.0476190476190476,147,106,33,8,False,True,111
728,"Sorry, I don't know anyone named Gilligan.",1.3333333333333333,0.044587103693764,147,103,39,5,False,True,42
728,You census takers are relentless!,1.3333333333333333,0.0485876697965716,147,107,31,9,False,True,33
728,"Like most islands, there are the Haves and Have Nots.""",1.3333333333333333,0.0504691745176378,147,109,27,11,False,False,54
728,One of us better mask-up.,1.3333333333333333,0.0513840980908231,147,110,25,12,False,True,25
728,"You're always so dramatic, Carl. Just take the resort shuttle like everyone else.",1.3333333333333333,0.0476190476190476,147,106,33,8,False,True,81
728,"I was stranded once, too.",1.3333333333333333,0.0466303091993777,147,105,35,7,False,True,25
728,Let me guess... economy class?,1.3333333333333333,0.0485876697965716,147,107,31,9,True,True,30
728,"Yeah, I've been on vacation since January. Did I miss anything?",1.3333333333333333,0.052283013462528,147,111,23,13,True,True,63
728,"Uh oh, I didn’t realize that my car’s warranty was about to expire.",1.3333333333333333,0.0504691745176378,147,109,27,11,False,True,67
728,I’ll be with you in 5,1.3333333333333333,0.052283013462528,147,111,23,13,False,False,21
728,You must be the realtor interested in the oceanfront property.,1.3333333333333333,0.0476190476190476,147,106,33,8,False,True,62
728,Finally!  I’ve been waiting ages for a refill.,1.3333333333333333,0.049537355766898,147,108,29,10,False,True,46
728,"You'll find that provided you work hard and keep your nose clean, eventually you too can be like me"".",1.3333333333333333,0.0513840980908231,147,110,25,12,False,True,101
728,It seems your offshore deal washed ashore.,1.3333333333333333,0.0476190476190476,147,106,33,8,False,True,42
728,"Sorry for the trip, Bud. I just signed up with Old Mutual.",1.3333333333333333,0.0456201466011894,147,104,37,6,False,True,58
728,Oh. I thought our meeting was via Zoom.,1.3333333333333333,0.0485876697965716,147,107,31,9,False,True,39
728,It's all inclusive.,1.3333333333333333,0.0485876697965716,147,107,31,9,False,True,19
728,Did you bring a lime for the coconut?,1.3333333333333333,0.0504691745176378,147,109,27,11,True,True,37
728,I suppose if I were missing an important meeting I’d be stressed too.,1.3333333333333333,0.0460198057417356,150,107,36,7,False,True,69
728,I just want to start by thanking you for meeting me on such short notice.,1.3333333333333333,0.0504691745176378,147,109,27,11,False,True,73
728,New here? Let me show you around.,1.3333333333333333,0.0485876697965716,147,107,31,9,True,True,33
728,"Bro, your shipwreck is really throwing off my vibes...",1.3333333333333333,0.0466303091993777,147,105,35,7,False,True,54
728,"It's regeneron, and I feel twenty years younger",1.3333333333333333,0.052283013462528,147,111,23,13,False,False,47
728,"I was once like you. Sane, hopeful of rescue, recently fed.",1.3333333333333333,0.0540360011191982,147,113,19,15,False,True,59
728,"If you're from the IRS, I'm just a mirage.",1.3333333333333333,0.0485876697965716,147,107,31,9,False,True,42
728,You're not gay?,1.3333333333333333,0.0476190476190476,147,106,33,8,True,True,15
728,Gilligan?,1.3333333333333333,0.0504691745176378,147,109,27,11,True,True,9
728,"I told you already, I’m not Wilson!",1.3333333333333333,0.0485876697965716,147,107,31,9,False,True,35
728,You're Wilson?,1.3333333333333333,0.0460198057417356,150,107,36,7,True,True,14
728,"Damn it, I was hoping for Tom Hanks!",1.3333333333333333,0.049537355766898,147,108,29,10,False,True,36
728,"You gotta swim with the tide, man",1.3333333333333333,0.0476190476190476,147,106,33,8,False,False,33
728,Can’t share. 2020 dude.,1.3333333333333333,0.0513840980908231,147,110,25,12,False,True,23
